"","Date","Country","City","co","humidity","no2","pm10","pressure","so2","temperature","wind-gust","wind-speed","dew","pm25","o3","wd","precipitation","wind gust","wind speed","THI","API"
"1",2018-12-31,"AT","Graz",0.1,70.2,14.2,11,1027.1,1.1,3.7,4.3,1.5,NA,NA,NA,NA,NA,NA,NA,41.8486,14.2
"2",2018-12-31,"AT","Innsbruck",0.1,93,30.7,20,1032,1.3,0,2.2,0.7,0.5,NA,NA,NA,NA,NA,NA,33.008,30.7
"3",2018-12-31,"AT","Linz",0.1,92,9.6,14,1031,7.1,3.3,2.5,1.2,2.5,53,NA,NA,NA,NA,NA,38.828,53
"4",2018-12-31,"AT","Salzburg",0.1,96.5,27.5,11,1032,1.1,1,13.2,1.8,1,NA,NA,NA,NA,NA,NA,34.269,27.5
"5",2018-12-31,"AT","Vienna",0.1,70,5.5,6,1028.7,2.6,4.5,5,2,NA,19,NA,NA,NA,NA,NA,43.07,19
"6",2019-01-01,"AT","Graz",0.1,75.7,14.2,30,1026.9,1.6,3,4,1.3,NA,NA,NA,NA,NA,NA,NA,40.1702,30
"7",2019-01-01,"AT","Innsbruck",0.1,87.2,21.1,31,1028.2,1.1,0.8,4.1,1,1,NA,NA,NA,NA,NA,NA,35.1808,31
"8",2019-01-01,"AT","Linz",0.1,91.1,6.9,10,1027.3,11.7,4.6,7.5,5.2,3,34,NA,NA,NA,NA,NA,41.1522,34
"9",2019-01-01,"AT","Salzburg",0.1,93,12.4,13,1027,1.1,3.3,13.2,6.4,1.5,NA,NA,NA,NA,NA,NA,38.717,13
"10",2019-01-01,"AT","Vienna",0.1,74,4.8,7,1022.3,2.6,6.1,8.6,3.6,1.5,21,NA,NA,NA,NA,NA,45.138,21
"11",2019-01-02,"AT","Graz",0.1,79.5,6.4,7,1017.9,1.6,-0.2,9.3,4,NA,NA,NA,NA,NA,NA,NA,34.633,7
"12",2019-01-02,"AT","Innsbruck",0.1,80,11.5,8,1025,1.6,-2.6,16.9,8.3,NA,NA,NA,NA,NA,NA,NA,30.72,11.5
"13",2019-01-02,"AT","Linz",0.1,81.5,7.4,5,1026.1,2.1,1.6,16.2,9.7,0.5,15,NA,NA,NA,NA,NA,37.248,15
"14",2019-01-02,"AT","Salzburg",0.1,80,8.7,7,1024.5,1.6,-0.2,13.7,6.6,1,NA,NA,NA,NA,NA,NA,34.56,8.7
"15",2019-01-02,"AT","Vienna",NA,67.1,3.7,3,1017.2,2.3,3.1,11.2,4.1,NA,9,NA,NA,NA,NA,NA,41.2977,9
"16",2019-01-03,"AT","Graz",0.1,69,4.6,7,1025.4,1.1,-1.2,6.6,4.2,NA,NA,NA,NA,NA,NA,NA,34.676,7
"17",2019-01-03,"AT","Innsbruck",0.1,67.7,16,10,1033,1.6,-5,13.5,4.5,NA,NA,NA,NA,NA,NA,NA,29.2662,16
"18",2019-01-03,"AT","Linz",0.1,80.7,10.1,8,1035.6,1.1,-2.3,6,4.5,NA,25,NA,NA,NA,NA,NA,31.0831,25
"19",2019-01-03,"AT","Salzburg",0.1,70.6,11.5,9,1031.5,1.6,-2.7,12.8,5.9,NA,NA,NA,NA,NA,NA,NA,32.1674,11.5
"20",2019-01-03,"AT","Vienna",0.1,72.5,4.6,4,1025.8,2.3,-1.1,8.9,3.4,NA,9,NA,NA,NA,NA,NA,34.2825,9
"21",2019-01-04,"AT","Graz",0.1,66.2,14.7,9,1028,1.1,-1.4,4,4,NA,NA,NA,NA,NA,NA,NA,34.8204,14.7
"22",2019-01-04,"AT","Innsbruck",0.1,74.2,21.3,12,1032,1.6,-3.3,15.2,3.2,NA,NA,NA,NA,NA,NA,NA,30.6266,21.3
"23",2019-01-04,"AT","Linz",0.1,88.4,13.8,14,1030.8,1.1,-1.2,4.2,1.8,NA,53,NA,NA,NA,NA,NA,31.6496,53
"24",2019-01-04,"AT","Salzburg",0.1,92,18.3,14,1031.2,1.3,-2,8.9,3.8,NA,NA,NA,NA,NA,NA,NA,29.712,18.3
"25",2019-01-04,"AT","Vienna",0.1,81.2,7.4,8,1027.5,2.6,-0.7,7,2.2,NA,30,NA,NA,NA,NA,NA,33.5788,30
"26",2019-01-05,"AT","Graz",0.1,72,22.4,24,1018.5,1.6,0.8,8.6,2,NA,NA,NA,NA,NA,NA,NA,37.248,24
"27",2019-01-05,"AT","Innsbruck",0.1,92.2,27.5,17,1025.9,1.1,-1.5,11.7,3.5,NA,NA,NA,NA,NA,NA,NA,30.5402,27.5
"28",2019-01-05,"AT","Linz",0.1,92,8.3,7,1024,5.6,0.6,7.7,5.7,NA,25,NA,NA,NA,NA,NA,34.184,25
"29",2019-01-05,"AT","Salzburg",0.1,94.5,17,5,1024,1.1,0.3,16.9,2.5,NA,NA,NA,NA,NA,NA,NA,33.3155,17
"30",2019-01-05,"AT","Vienna",0.1,91,6.2,3,1016.6,2.6,1.7,10.2,4,1,9,NA,NA,NA,NA,NA,36.203,9
"31",2019-01-06,"AT","Graz",0.1,71,11.5,11,1019.9,1.1,1.3,6.3,3,NA,NA,NA,NA,NA,NA,NA,38.139,11.5
"32",2019-01-06,"AT","Innsbruck",0.1,93,24.3,10,1026.9,1.1,0,11.7,7.1,0.5,NA,NA,NA,NA,NA,NA,33.008,24.3
"33",2019-01-06,"AT","Linz",0.1,92,11.9,10,1026.6,2.1,1.3,2.7,2,1,38,NA,NA,NA,NA,NA,35.388,38
"34",2019-01-06,"AT","Salzburg",0.1,93,12.8,5,1026.5,1.1,1,16.8,4.6,0.5,NA,NA,NA,NA,NA,NA,34.738,12.8
"35",2019-01-06,"AT","Vienna",0.1,70.5,3.7,4,1022,2.6,1.9,7.6,3,0.5,13,NA,NA,NA,NA,NA,39.1075,13
"36",2019-01-07,"AT","Graz",0.1,80,12.4,16,1027.1,1.6,-0.2,4.6,1.7,NA,NA,NA,NA,NA,NA,NA,34.56,16
"37",2019-01-07,"AT","Innsbruck",0.1,93,25.4,15,1029,1.1,0.8,26.8,1,1,NA,NA,NA,NA,NA,NA,34.392,25.4
"38",2019-01-07,"AT","Linz",0.1,94.5,13.3,14,1026.7,4.6,2.7,4.2,2.5,1,53,NA,NA,NA,NA,NA,37.5035,53
"39",2019-01-07,"AT","Salzburg",0.1,91.6,19.7,8,1029,1.6,2,15.5,4.1,0.5,NA,NA,NA,NA,NA,NA,36.6416,19.7
"40",2019-01-07,"AT","Vienna",0.1,76.2,15.1,19,1027.6,2.6,-0.2,2.8,1.5,NA,61,NA,NA,NA,NA,NA,35.1148,61
"41",2019-01-08,"AT","Graz",0.1,87.2,19.2,27,1015.9,1.6,-1.5,2.6,2.5,NA,NA,NA,NA,NA,NA,NA,31.3352,27
"42",2019-01-08,"AT","Innsbruck",0.1,90,25.6,12,1016.4,1.6,0,6,2.3,0.5,NA,NA,NA,NA,NA,NA,33.44,25.6
"43",2019-01-08,"AT","Linz",0.1,91,10.1,7,1014.6,3.6,2.2,5.7,3.5,1,25,NA,NA,NA,NA,NA,37.058,25
"44",2019-01-08,"AT","Salzburg",0.1,89,11,3,1013.5,1.1,2,13.3,7.2,1,NA,NA,NA,NA,NA,NA,36.964,11
"45",2019-01-08,"AT","Vienna",0.1,82,7.4,5,1009.6,2.1,3.6,9.8,4,NA,13,NA,NA,NA,NA,NA,40.424,13
"46",2019-01-09,"AT","Graz",0.1,83,20.2,24,1004.9,1.6,0,3.3,1,NA,NA,NA,NA,NA,NA,NA,34.448,24
"47",2019-01-09,"AT","Innsbruck",0.1,86.7,15.6,6,1009.2,1.6,-2.7,11.3,5,NA,NA,NA,NA,NA,NA,NA,29.4143,15.6
"48",2019-01-09,"AT","Linz",0.1,91,8.3,4,1010.1,8.2,0.2,5.7,3.2,NA,13,NA,NA,NA,NA,NA,33.638,13
"49",2019-01-09,"AT","Salzburg",0.1,92,14.2,4,1008,1.6,0,18.4,5.1,NA,NA,NA,NA,NA,NA,NA,33.152,14.2
"50",2019-01-09,"AT","Vienna",0.1,80.2,8.7,2,1003.6,2.1,2.7,6.8,2.8,NA,9,NA,NA,NA,NA,NA,39.1766,9
"51",2019-01-10,"AT","Graz",0.1,68.7,14.2,14,1012.7,1.3,0.7,2.3,2.2,NA,NA,NA,NA,NA,NA,NA,37.5481,14.2
"52",2019-01-10,"AT","Innsbruck",0.1,80,20.2,10,1017,1.1,-3.8,16,6.2,NA,NA,NA,NA,NA,NA,NA,28.8,20.2
"53",2019-01-10,"AT","Linz",0.1,86,11.5,10,1020.4,1.1,0,1.7,0.7,NA,38,NA,NA,NA,NA,NA,34.016,38
"54",2019-01-10,"AT","Salzburg",0.1,98,16.5,9,1017,1.3,-1,6.6,3.8,NA,NA,NA,NA,NA,NA,NA,30.508,16.5
"55",2019-01-10,"AT","Vienna",0.1,86,8.7,12,1014.2,2.6,1.3,4.7,1.9,NA,53,NA,NA,NA,NA,NA,36.174,53
"56",2019-01-11,"AT","Graz",0.1,57.3,12.4,14,1019.5,1.1,-0.5,5,4.3,NA,NA,NA,NA,NA,NA,NA,37.4623,14
"57",2019-01-11,"AT","Innsbruck",0.1,84.2,21.1,10,1023,1.6,-4.7,1.3,1,NA,NA,NA,NA,NA,NA,NA,26.5578,21.1
"58",2019-01-11,"AT","Linz",0.1,83.7,9.6,13,1022.6,7.6,-1.6,6.4,4.1,NA,46,NA,NA,NA,NA,NA,31.728,46
"59",2019-01-11,"AT","Salzburg",0.1,79,21.5,10,1022.8,1.6,-3.3,11,3.6,NA,NA,NA,NA,NA,NA,NA,29.777,21.5
"60",2019-01-11,"AT","Vienna",0.1,72.1,6,8,1020.5,2.6,0,9,2.8,NA,28,NA,NA,NA,NA,NA,36.0176,28
"61",2019-01-12,"AT","Graz",0.1,66.7,23.4,30,1016.5,1.6,0,4,0.7,NA,NA,NA,NA,NA,NA,NA,36.7952,30
"62",2019-01-12,"AT","Innsbruck",0.1,86.5,29.3,20,1021.5,1.6,-1.6,4,1.2,NA,NA,NA,NA,NA,NA,NA,31.28,29.3
"63",2019-01-12,"AT","Linz",0.1,89.5,8.7,10,1019.3,8.7,1.8,7,4.5,1,40,NA,NA,NA,NA,NA,36.563,40
"64",2019-01-12,"AT","Salzburg",0.1,89.5,22.9,13,1020.3,1.1,0.5,24.4,3.3,0.5,NA,NA,NA,NA,NA,NA,34.3595,22.9
"65",2019-01-12,"AT","Vienna",0.1,78,6.4,6,1014.9,2.1,3.6,11.6,4.6,1,25,NA,NA,NA,NA,NA,40.856,25
"66",2019-01-13,"AT","Graz",0.1,68.5,18.6,27,1009.1,1.1,3.4,4.6,1.7,NA,NA,NA,NA,NA,NA,NA,41.585,27
"67",2019-01-13,"AT","Innsbruck",0.1,96.5,27.9,15,1012.2,1.1,0.2,3.7,1,1,NA,NA,NA,NA,NA,NA,32.857,27.9
"68",2019-01-13,"AT","Linz",0.1,92,6.4,4,1012.5,8.7,2,5,3.5,2,13,NA,NA,NA,NA,NA,36.592,13
"69",2019-01-13,"AT","Salzburg",0.1,93,15.1,9,1009.5,1.6,2,18.6,3.6,1,NA,NA,NA,NA,NA,NA,36.468,15.1
"70",2019-01-13,"AT","Vienna",NA,76.5,3.7,2,1004.8,2.6,5.1,13.1,4.6,1,5,NA,NA,NA,NA,NA,43.3655,5
"71",2019-01-14,"AT","Graz",0.1,66.7,10.1,10,1001.4,1.1,3.5,13.6,7.5,NA,NA,NA,NA,NA,NA,NA,41.9297,10.1
"72",2019-01-14,"AT","Innsbruck",0.1,94,17.9,6,1008,1.6,-0.4,11.7,4.7,1,NA,NA,NA,NA,NA,NA,32.168,17.9
"73",2019-01-14,"AT","Linz",0.1,85,8.3,4,1009.6,8.7,4.8,12.5,7.2,2,13,NA,NA,NA,NA,NA,42.08,13
"74",2019-01-14,"AT","Salzburg",0.1,93,11.9,5,1007,1.1,1.8,14.9,5.3,1,NA,NA,NA,NA,NA,NA,36.122,11.9
"75",2019-01-14,"AT","Vienna",0.1,68.1,4.2,3,999.2,2.1,5.1,9.4,3.5,1,9,NA,NA,NA,NA,NA,44.1467,9
"76",2019-01-15,"AT","Graz",0.1,70.7,18.8,11,1015.7,1.6,0.5,6.6,3.3,NA,NA,NA,NA,NA,NA,NA,36.9727,18.8
"77",2019-01-15,"AT","Innsbruck",0.1,84.4,27.9,13,1020.8,1.6,-3,5.6,1.6,NA,NA,NA,NA,NA,NA,NA,29.3144,27.9
"78",2019-01-15,"AT","Linz",0.1,76.5,9.6,8,1017.7,9.2,2.9,11.3,8.2,NA,25,NA,NA,NA,NA,NA,39.9225,25
"79",2019-01-15,"AT","Salzburg",0.1,64.1,14.2,8,1020,1.1,1,20.3,3.8,NA,NA,NA,NA,NA,NA,NA,38.6106,14.2
"80",2019-01-15,"AT","Vienna",0.1,64.5,6,6,1013.6,2.1,3.3,12.3,4.1,NA,17,NA,NA,NA,NA,NA,41.8805,17
"81",2019-01-16,"AT","Graz",0.1,75.7,28.4,29,1014.6,2.1,-0.1,6,1.5,NA,NA,NA,NA,NA,NA,NA,35.3435,29
"82",2019-01-16,"AT","Innsbruck",0.1,84.2,29.3,16,1017.8,2.1,-3.8,3.2,1,NA,NA,NA,NA,NA,NA,NA,28.0356,29.3
"83",2019-01-16,"AT","Linz",0.1,73.5,12.8,16,1015.8,1.6,3.8,5.5,2.5,NA,42,NA,NA,NA,NA,NA,41.649,42
"84",2019-01-16,"AT","Salzburg",0.1,74,23.8,11,1014.5,1.6,1,5,4.6,NA,NA,NA,NA,NA,NA,NA,37.284,23.8
"85",2019-01-16,"AT","Vienna",0.1,63.6,7.8,9,1013.1,2.6,5.6,9.1,3.5,NA,25,NA,NA,NA,NA,NA,45.2832,25
"86",2019-01-17,"AT","Graz",0.1,72.2,26.6,26,1009.7,2.6,3.5,3,1.5,NA,NA,NA,NA,NA,NA,NA,41.3302,26.6
"87",2019-01-17,"AT","Innsbruck",0.1,81.8,27.9,14,1010.9,1.6,-0.2,1.1,2.5,1,NA,NA,NA,NA,NA,NA,34.2972,27.9
"88",2019-01-17,"AT","Linz",0.1,86,20.6,28,1008.5,2.1,3.7,2.5,1.2,0.5,70,NA,NA,NA,NA,NA,40.158,70
"89",2019-01-17,"AT","Salzburg",0.1,72.5,21.1,9,1010,1.6,2.5,5.5,4.8,0.5,NA,NA,NA,NA,NA,NA,39.7725,21.1
"90",2019-01-17,"AT","Vienna",0.1,67.2,21.5,25,1007.7,2.6,5,3.4,1.8,1,61,NA,NA,NA,NA,NA,44.0832,61
"91",2019-01-18,"AT","Graz",0.1,78.7,16,10,1015.2,1.1,2.2,4.3,2.7,NA,NA,NA,NA,NA,NA,NA,38.5586,16
"92",2019-01-18,"AT","Innsbruck",0.1,80,25.6,15,1018.9,1.6,-2.7,6.5,2,0.5,NA,NA,NA,NA,NA,NA,30.56,25.6
"93",2019-01-18,"AT","Linz",0.1,81.1,13.3,10,1016.9,1.6,1.9,7.4,5.8,NA,34,NA,NA,NA,NA,NA,37.7825,34
"94",2019-01-18,"AT","Salzburg",0.1,86,21.5,10,1018.1,1.6,-0.9,4.2,2.8,NA,NA,NA,NA,NA,NA,NA,32.522,21.5
"95",2019-01-18,"AT","Vienna",0.1,67.8,9.2,7,1014.5,2.3,3.2,10.2,3.2,NA,17,NA,NA,NA,NA,NA,41.3664,17
"96",2019-01-19,"AT","Graz",0.1,77.5,13.3,18,1020.2,1.6,-1.6,2,0.7,NA,NA,NA,NA,NA,NA,NA,32.72,18
"97",2019-01-19,"AT","Innsbruck",0.1,79,28.8,24,1013.5,1.6,-6.3,1,0.5,NA,NA,NA,NA,NA,NA,NA,25.007,28.8
"98",2019-01-19,"AT","Linz",0.1,74.5,10.1,16,1019,1.6,-4.3,2.4,1.7,NA,50,NA,NA,NA,NA,NA,29.0285,50
"99",2019-01-19,"AT","Salzburg",0.1,78,24.3,30,1015,1.6,-5.5,0.6,1.8,NA,NA,NA,NA,NA,NA,NA,26.478,30
"100",2019-01-19,"AT","Vienna",0.1,82.4,15.1,23,1012.8,2.1,-1.6,3.2,2.5,NA,70,NA,NA,NA,NA,NA,31.936,70
"101",2019-01-20,"AT","Graz",0.1,77.7,11.5,22,1015.2,1.6,-1.1,2.6,1,NA,NA,NA,NA,NA,NA,NA,33.4765,22
"102",2019-01-20,"AT","Innsbruck",0.1,76.5,29.1,23,1016.5,2.1,-5,2.2,0.7,NA,NA,NA,NA,NA,NA,NA,27.559,29.1
"103",2019-01-20,"AT","Linz",0.1,83.5,11,29,1018.3,1.6,-4.5,1.7,1.2,NA,80,NA,NA,NA,NA,NA,27.0185,80
"104",2019-01-20,"AT","Salzburg",0.1,79,19.7,33,1014.1,1.6,-4,5.5,2,NA,NA,NA,NA,NA,NA,NA,28.664,33
"105",2019-01-20,"AT","Vienna",0.1,79,9.2,27,1016.5,2.1,-0.5,2.3,2,NA,80,NA,NA,NA,NA,NA,34.229,80
"106",2019-01-21,"AT","Graz",0.1,78.7,17.4,33,1019.6,1.1,-0.1,1.6,0.3,NA,NA,NA,NA,NA,NA,NA,34.9085,33
"107",2019-01-21,"AT","Innsbruck",0.1,76.2,34.8,39,1017.5,2.1,-2.3,1,0.7,NA,NA,NA,NA,NA,NA,NA,31.8346,39
"108",2019-01-21,"AT","Linz",0.1,82.6,21.3,36,1018.7,1.6,-5.5,2.6,1,NA,82,NA,NA,NA,NA,NA,25.5626,82
"109",2019-01-21,"AT","Salzburg",0.1,82.5,23.4,51,1018.5,2.1,-2,5.6,1.5,NA,NA,NA,NA,NA,NA,NA,31.27,51
"110",2019-01-21,"AT","Vienna",0.1,78.6,19.7,50,1020.7,4.1,-2.2,2.6,2,NA,124,NA,NA,NA,NA,NA,31.5924,124
"111",2019-01-22,"AT","Graz",0.1,78,15.6,35,1014.9,1.6,-0.5,1.3,0.3,NA,NA,NA,NA,NA,NA,NA,34.378,35
"112",2019-01-22,"AT","Innsbruck",0.1,76,36.6,30,1012,2.1,-4,2,0.7,NA,NA,NA,NA,NA,NA,NA,29.216,36.6
"113",2019-01-22,"AT","Linz",0.1,85,18.8,46,1014.4,1.6,-6.6,2.6,1.2,NA,109,NA,NA,NA,NA,NA,23.27,109
"114",2019-01-22,"AT","Salzburg",0.1,83,23.8,50,1010.5,1.6,-3,3.6,2,NA,NA,NA,NA,NA,NA,NA,29.558,50
"115",2019-01-22,"AT","Vienna",0.1,84,22.9,59,1014.1,2.6,-4.7,1.4,1.2,NA,154,NA,NA,NA,NA,NA,26.596,154
"116",2019-01-23,"AT","Graz",0.1,81.6,16.5,38,1000.6,1.6,-2.2,1.6,1,NA,NA,NA,NA,NA,NA,NA,31.0944,38
"117",2019-01-23,"AT","Innsbruck",0.1,73,33.4,31,997,1.8,-6,1,1,NA,NA,NA,NA,NA,NA,NA,26.708,33.4
"118",2019-01-23,"AT","Linz",0.1,81,14.2,36,1002.4,1.6,-3.8,1.7,1.5,NA,99,NA,NA,NA,NA,NA,28.618,99
"119",2019-01-23,"AT","Salzburg",0.1,82,24.3,53,997.5,2.1,-4,8.6,1.5,NA,NA,NA,NA,NA,NA,NA,28.112,53
"120",2019-01-23,"AT","Vienna",0.1,87.5,18.3,53,1001.6,3.1,-3.3,3.8,2.6,NA,142,NA,NA,NA,NA,NA,28.2725,142
"121",2019-01-24,"AT","Graz",0.1,83,14.2,38,1004.4,1.6,-1.8,3,3.2,NA,NA,NA,NA,NA,NA,NA,31.514,38
"122",2019-01-24,"AT","Innsbruck",0.1,79.2,31.1,37,1006.5,1.3,-8.1,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,22.1,37
"123",2019-01-24,"AT","Linz",0.1,83.5,17,40,1009.9,2.1,-2.5,2.2,1.2,NA,104,NA,NA,NA,NA,NA,30.2885,104
"124",2019-01-24,"AT","Salzburg",0.1,82,22.9,53,1007,1.8,-2.5,2.7,1.5,NA,NA,NA,NA,NA,NA,NA,30.542,53
"125",2019-01-24,"AT","Vienna",0.1,79.4,11.9,41,1006.6,3.6,-2.2,3.8,1.4,NA,109,NA,NA,NA,NA,NA,31.4596,109
"126",2019-01-25,"AT","Graz",0.1,70.5,16.3,32,1010.3,0.6,-1.2,7,4.7,NA,NA,NA,NA,NA,NA,NA,34.442,32
"127",2019-01-25,"AT","Innsbruck",0.1,77,28.6,38,1014.5,1.1,-9.1,1,1,NA,NA,NA,NA,NA,NA,NA,21.025,38
"128",2019-01-25,"AT","Linz",0.1,82,15.1,45,1015.6,2.1,-3,4.7,2.7,NA,112,NA,NA,NA,NA,NA,29.732,112
"129",2019-01-25,"AT","Salzburg",0.1,76,21.1,38,1015,1.6,-4.6,9.9,3.8,NA,NA,NA,NA,NA,NA,NA,28.28,38
"130",2019-01-25,"AT","Vienna",0.1,67.5,11.5,34,1012,3.1,-1.1,6.8,2.2,NA,95,NA,NA,NA,NA,NA,35.0575,95
"131",2019-01-26,"AT","Graz",0.1,65.5,21.3,37,1010.8,1.1,-2.2,3.3,1.2,NA,NA,NA,NA,NA,NA,NA,33.767,37
"132",2019-01-26,"AT","Innsbruck",0.1,83,31.1,25,1015,1.1,-3.5,1.7,1,NA,NA,NA,NA,NA,NA,NA,28.743,31.1
"133",2019-01-26,"AT","Linz",0.1,87.5,13.3,16,1012.6,9.2,1.6,6,3.6,1,57,NA,NA,NA,NA,NA,36.48,57
"134",2019-01-26,"AT","Salzburg",0.1,86,21.5,16,1011,1.6,-2,10.1,5.4,NA,NA,NA,NA,NA,NA,NA,30.696,21.5
"135",2019-01-26,"AT","Vienna",0.1,80,7.4,8,1006.7,2.6,2.5,8.4,2.8,1.5,34,NA,NA,NA,NA,NA,38.88,34
"136",2019-01-27,"AT","Graz",0.1,76.2,24.7,50,1000.8,1.1,0,3,1,NA,NA,NA,NA,NA,NA,NA,35.4272,50
"137",2019-01-27,"AT","Innsbruck",0.1,83,25.4,27,998,0.6,-3.4,1.5,1,NA,NA,NA,NA,NA,NA,NA,28.906,27
"138",2019-01-27,"AT","Linz",0.1,86.5,17.9,17,1000.8,1.1,2,1,1.2,0.5,56,NA,NA,NA,NA,NA,37.274,56
"139",2019-01-27,"AT","Salzburg",0.1,86,19.2,12,995.6,1.1,1,2.4,3.6,NA,NA,NA,NA,NA,NA,NA,35.676,19.2
"140",2019-01-27,"AT","Vienna",0.1,81,14.2,35,997.5,2.6,0.5,2,2.3,1.5,99,NA,NA,NA,NA,NA,35.541,99
"141",2019-01-28,"AT","Graz",0.1,87.5,21.5,25,996.4,1.1,1.1,4.2,0.7,NA,NA,NA,NA,NA,NA,NA,35.6425,25
"142",2019-01-28,"AT","Innsbruck",0.1,77,33.4,28,998,1.6,-2,6.2,1.2,NA,NA,NA,NA,NA,NA,NA,32.172,33.4
"143",2019-01-28,"AT","Linz",0.1,87.2,17.4,10,999.6,1.6,1.6,3.2,1.9,NA,30,NA,NA,NA,NA,NA,36.5184,30
"144",2019-01-28,"AT","Salzburg",0.1,77.5,22.9,10,998,1.1,0.7,12.3,3.3,1,NA,NA,NA,NA,NA,NA,36.3425,22.9
"145",2019-01-28,"AT","Vienna",0.1,83,11.5,6,996.3,2.6,2.5,6.2,2,NA,21,NA,NA,NA,NA,NA,38.523,21
"146",2019-01-29,"AT","Graz",0.1,83.2,17.4,23,1006.9,1.1,0.1,3.5,4.7,NA,NA,NA,NA,NA,NA,NA,34.5824,23
"147",2019-01-29,"AT","Innsbruck",0.1,68,25.2,14,1005.5,0.6,-3.6,3.2,1.4,NA,NA,NA,NA,NA,NA,NA,31.28,25.2
"148",2019-01-29,"AT","Linz",0.1,86.2,10.6,NA,1006.4,2.1,1.1,4.6,2.8,NA,NA,NA,NA,NA,NA,NA,35.8154,10.6
"149",2019-01-29,"AT","Salzburg",0.1,80,24.5,14,1006,1.6,-1,4,2.3,NA,NA,NA,NA,NA,NA,NA,33.28,24.5
"150",2019-01-29,"AT","Vienna",0.1,72.6,8.7,10,1005.1,2.6,3.3,7.8,3.2,NA,34,NA,NA,NA,NA,NA,40.9814,34
"151",2019-01-30,"AT","Graz",0.1,82,12.4,22,1001.5,0.6,0.6,2.4,1.2,NA,NA,NA,NA,NA,NA,NA,35.564,22
"152",2019-01-30,"AT","Innsbruck",0.1,76,24.3,24,1001.3,1.1,-5,1.5,3.3,NA,NA,NA,NA,NA,NA,NA,27.656,24.3
"153",2019-01-30,"AT","Linz",0.1,75.5,17.9,NA,999.5,1.6,-0.6,2.5,1.5,NA,NA,NA,NA,NA,NA,NA,34.595,17.9
"154",2019-01-30,"AT","Salzburg",0.1,77.5,23.8,29,999,2.1,-2.2,2.7,3,NA,NA,NA,NA,NA,NA,NA,31.775,29
"155",2019-01-30,"AT","Vienna",0.1,81.5,16.5,25,1001.3,2.6,0,2.8,2.2,NA,75,NA,NA,NA,NA,NA,34.664,75
"156",2019-01-31,"AT","Graz",0.1,88.5,19.7,32,1003,1.1,-0.8,3.5,1.5,NA,NA,NA,NA,NA,NA,NA,32.308,32
"157",2019-01-31,"AT","Innsbruck",0.1,82,23.8,16,999.5,1.1,-3.1,2,2,NA,NA,NA,NA,NA,NA,NA,29.57,23.8
"158",2019-01-31,"AT","Linz",0.1,85.2,19.2,NA,1000.1,1.1,-1.6,3.1,1.5,NA,NA,NA,NA,NA,NA,NA,31.488,19.2
"159",2019-01-31,"AT","Salzburg",0.1,76,30.2,21,999,1.6,-3,2.3,1.8,NA,NA,NA,NA,NA,NA,NA,30.776,30.2
"160",2019-01-31,"AT","Vienna",0.1,86.7,16.5,30,1003.1,2.6,-0.5,2,2.3,NA,89,NA,NA,NA,NA,NA,33.0817,89
"161",2019-02-01,"AT","Graz",0.1,89,20.6,31,1002.6,1.1,1.3,1,0.5,NA,NA,NA,NA,NA,NA,NA,35.781,31
"162",2019-02-01,"AT","Innsbruck",0.1,73.2,9.6,7,991.4,1.1,-0.6,20.7,7.4,1,NA,NA,NA,NA,NA,NA,34.94,9.6
"163",2019-02-01,"AT","Linz",0.1,72.7,14.2,NA,995.2,1.6,3.1,3,1.7,2,NA,NA,NA,NA,NA,NA,40.6649,14.2
"164",2019-02-01,"AT","Salzburg",0.1,83,28.6,53,992.3,2.1,-0.5,7.6,2.8,NA,NA,NA,NA,NA,NA,NA,33.633,53
"165",2019-02-01,"AT","Vienna",0.1,82.6,11,29,998.4,4.1,3.8,3.4,2.6,1,85,NA,NA,NA,NA,NA,40.6844,85
"166",2019-02-02,"AT","Graz",0.1,91.7,15.1,20,998.2,1.1,6.3,NA,2.2,NA,NA,NA,NA,NA,NA,NA,44.0123,20
"167",2019-02-02,"AT","Innsbruck",0.1,96,25.2,17,997,1.1,0,3,1,2,NA,NA,NA,NA,NA,NA,32.576,25.2
"168",2019-02-02,"AT","Linz",0.1,84.7,19.5,NA,995.3,1.6,2.7,5.2,2.1,1,NA,NA,NA,NA,NA,NA,38.6501,19.5
"169",2019-02-02,"AT","Salzburg",0.1,89.5,26.6,32,995.5,2.1,2,4.5,2,2,NA,NA,NA,NA,NA,NA,36.902,32
"170",2019-02-02,"AT","Vienna",0.1,75,7.4,10,996.6,3.6,9.4,3.3,2,5,34,NA,NA,NA,NA,NA,50.17,34
"171",2019-02-03,"AT","Graz",0.1,87.2,7.8,12,1003,0.8,6.6,NA,2,NA,NA,NA,NA,NA,NA,NA,44.8784,12
"172",2019-02-03,"AT","Innsbruck",0.1,93,21.5,8,1008.5,0.6,-0.1,6.7,2,0.5,NA,NA,NA,NA,NA,NA,32.835,21.5
"173",2019-02-03,"AT","Linz",0.1,91,11,NA,1009.5,1.6,1.9,6.7,4.5,1,NA,NA,NA,NA,NA,NA,36.545,11
"174",2019-02-03,"AT","Salzburg",0.1,89,13.3,7,1008,1.1,0.5,15,4.8,0.5,NA,NA,NA,NA,NA,NA,34.429,13.3
"175",2019-02-03,"AT","Vienna",0.1,78,7.8,10,1003.5,3.1,6.1,8.2,3.4,4,46,NA,NA,NA,NA,NA,44.806,46
